Cloud_Cover,Season,Location,pc1_1,pc1_2,pc1_3,pc1_4,pc1_5,pc2_1,pc2_2,Weather_Type
2,1,0,0.006355441191215047,-0.1084424972952926,0.028376861062610614,0.05114467952304705,-0.04259733158235077,-0.22714245355172238,-0.002186425429550165,0
3,3,2,-0.013526506168633455,-0.1730710725863598,-0.03866070999291371,0.13616676620499285,0.02943334429619568,-0.21821962373303633,0.0022018128184628782,0
3,3,1,0.44430857149240166,-0.24329647379677366,0.10916024724261475,-0.061187110176544934,-0.29336645411459283,0.38855696783011884,0.4503394410517966,1
2,1,1,0.06834630584994231,0.7292299870740624,0.03107564400410301,0.2616855851631024,0.07844423730944089,0.38839257943048666,0.0026281832747486744,1
0,3,0,0.698567053865858,-0.0931893614341528,-0.20568459626258073,-0.0673025980241834,0.06594640421911896,-0.44887797522399603,0.016430431988630256,3
3,2,0,-0.18651632056083575,-0.12321273247109465,0.26649597140283354,0.22209635103615916,-0.048530912685306044,0.375286917142883,0.06656156903497634,3
2,3,1,-0.25307012812295426,-0.203569252197836,0.01777534793407004,-0.14397210309042308,-0.00943975791425096,0.19677365112384815,-0.020277564256189318,2
3,1,0,-0.02599995631388648,-0.2098776620155668,0.13934287350830699,-0.10115465415125406,0.03051669020283096,-0.1540168405058484,0.004450052461776877,0
3,3,2,-0.28565988399530745,0.11099085386074603,0.053678273895816475,-0.11313820676740013,0.14525459153992637,0.28499414859135785,0.04006605169059296,1
2,2,2,0.017995206795146122,-0.14795809422481215,-0.09887520192467192,0.034303281378748274,-0.027262758915008928,-0.35499970289739363,-0.015639016541497797,0
3,3,0,0.07887928259695925,-0.06512643481033886,0.1345303988924621,0.04535744495758143,-0.0422434858640265,-0.05330638878900096,0.010917145647713289,0
0,2,0,0.344668285860978,0.023433160244283324,-0.08656642436981188,-0.07300557484676448,0.1465541888902318,-0.3560948055027675,0.002248190037005271,3
3,1,0,-0.2510478761431706,0.09559847937967036,-0.20501272910901175,0.17184602415026556,-0.05248246302951452,0.29791448582266755,-0.020840268340965307,1
3,0,1,0.4088369877278954,0.4588797375129592,0.20625954769844856,0.011367407512956063,-0.09594735166929952,0.3585195123784942,0.04017307375396251,0
2,3,0,0.40813894396416056,0.47161560566575655,-0.08598209997627637,0.09204720990076598,0.13794693213739423,0.19550394474642863,0.0004615885460192981,0
2,3,1,-0.3743609469613837,0.09751587313251586,0.09517077755118042,-0.04896591882310439,-0.10629802917570307,0.21539736967524803,-0.02420976040614853,2
2,0,1,-0.05616771743248131,-0.08236926816368906,-0.06796514350485844,-0.07246961488536555,0.009164394271323067,0.4160279612986312,0.0016332351888124208,1
2,0,0,-0.23591321405812227,-0.05681900538535367,-0.12717338645063136,0.07459895216995399,-0.017817740747172725,0.3613346152997211,-0.005808304835252631,1
3,3,2,-0.22601521547629463,-0.26482634857395426,0.004744253657282482,-0.18913634863208964,-0.07859446903508285,0.0517017662994258,-0.05281366558492345,2
3,3,0,-0.12165152949899002,-0.06905801950483775,0.014217897553425896,0.06599488625304883,-0.07811108526358809,-0.3732052913631055,-0.018536481085148937,0
3,1,2,0.017998877230320877,-0.27019270252785027,-0.0033879954984848415,-0.07165119074237239,0.08855173884169018,-0.07198218214960761,0.015699922250356657,0
2,3,1,-0.38438573251774844,0.012250457818642535,0.0775103493801158,-0.02589183748897117,0.00021417959921885,0.4160723780476604,0.0009077400968170446,1
3,0,2,0.49911390894870533,0.07206731046292703,0.007020865569076884,-0.03730230532683407,-0.014886399326377905,-0.4196114265380569,-0.011207697924027538,3
1,2,0,0.4479819337234513,0.1922400282133826,0.07170415117971274,0.08372745046587854,0.01129904637584192,-0.007833853155563508,-0.28142662455465456,3
0,0,1,0.5452460362295457,-0.08223608139652899,-0.03235415961043547,0.0031693909318737667,0.0808078922525711,-0.4572524879339775,0.003086081915297023,3
0,0,0,0.44870260798139816,-0.1761613712808744,0.005302276354752333,0.06556228198305386,0.03419777656109704,-0.49485679064104626,0.016779452023314434,3
3,2,2,-0.29221217273115924,0.20103593215154503,0.01978753554961865,-0.17847276073713111,0.09172494025325853,0.004673796638066219,-0.03532795113586884,1
3,2,1,-0.13587671713490596,-0.03150100479176077,0.03174640142638474,0.05264571585340555,0.07511703095474617,-0.36512791138800876,-0.00033881901708832096,0
3,2,2,-0.1959579747051816,-0.093495325083078,0.0846935655953166,0.026675513615000535,-0.05931797075287884,-0.38170080142389046,-0.029904482459598647,0
3,3,1,-0.04208725566065066,-0.11248776257083581,0.021312394224023923,0.16966493860116888,0.05325696320020984,-0.23582175705676592,-0.010552378147468122,0
2,0,1,-0.017796434380648707,0.018945716037611193,0.16582278965325625,-0.07101471658670151,-0.05047348539486897,-0.1908997539442024,0.00636038159290675,0
3,3,2,-0.2695208661014091,-0.034606850912451415,0.06878097396982763,-0.06378953924478842,-0.04963806609370597,0.3079186337384082,-0.03411408302221519,2
2,3,1,-0.07043761530423512,-0.030180579946712416,0.017594860742473017,0.020243934754213433,-0.07683186012545476,-0.21843251780596917,0.0056791858456124444,0
2,3,2,-0.3656077860104212,0.07948236806032272,0.08256150060019385,-0.08253891498253602,-0.059164841953087896,0.1972254766743171,-0.027657600536830418,2
0,1,2,0.5920009743826437,0.061000635114175195,-0.015508617665662305,-0.07387110491207434,0.00840892824622022,-0.44738159026532426,-0.008011247489967954,3
2,2,2,-0.2745309925615615,0.036398660819493056,0.0269143888019171,0.10115586029746837,0.05396016842524004,0.11975314867172815,0.036704372298824506,1
0,2,1,0.40028959883315407,-0.14972758951089055,-0.09139735217678174,0.028713526757051522,-0.0002251611682481114,-0.3760449000769002,0.027845170658270524,3
2,0,1,-0.09009114188945283,-0.20226965818941578,0.20026996633879413,0.0015469603447731406,0.02862124912460781,-0.18024620252541484,-0.01752067167475657,0
0,3,0,0.4238213044403479,-0.3019464638357984,0.005444495887043599,-0.019739542201800575,-0.03287268096831625,-0.33936109620315963,0.029187060905050632,3
0,1,0,0.6781838844173357,-0.04645977969146042,-0.1974336265205075,0.040020841666594364,-0.05686600331466472,-0.45610531051939696,-0.015651705115890424,3
3,3,0,-0.1380348232544648,-0.18769096073844665,0.04627249373847553,-0.07023983427424273,0.06859479446041764,-0.16230864616591345,-0.010245219506996084,0
2,3,2,0.2297146902447935,0.672242403180233,-0.16258059098969674,-0.11803238221391209,-0.2428904162586237,0.3618385156593966,-0.014038921568578111,2
3,1,0,0.49535165545102444,0.14731406343906994,0.42454428317202986,-0.22451550138716428,-0.3866417260236505,0.007027884336611223,-0.07377919101161656,1
3,0,2,0.2729560625460775,-0.07828384920215892,0.05850806410411502,0.05264566135755086,-0.019828058167719334,-0.3765288894801144,0.03575056545380506,3
3,0,0,-0.26644606935470416,0.11063652205845598,0.11860913832587727,-0.04423936099679823,0.06540072078663203,0.26044802819879265,-0.009398434725346183,1
3,1,0,-0.06830614937365041,-0.07987433274913325,0.11243552276629343,0.15205749617468423,-0.012178110789920024,-0.3721683900150802,-0.03547303892241693,0
2,0,0,-0.05044468211305153,-0.16894681301791864,0.07363397520252823,-0.055320685433864564,0.07046215737358891,-0.21687333675384243,-0.019788193590633663,0
0,3,2,0.511580041404785,-0.14252670616650093,-0.016939526056938214,0.09191872076105123,-0.04592752413969575,-0.4745084769376868,-0.015321967353769783,3
2,3,2,-0.12240169138951826,-0.1694822217157972,0.12891851804795829,0.01463004184450517,0.028535119582424606,-0.2551714597129873,0.005237910195792561,0
0,3,2,0.16475287219255444,-0.10806884274978967,0.015784027264951705,-0.09791997124132637,0.07031140621019205,-0.410852479207168,-0.004142632957273795,3
2,3,2,-0.33924877929249814,0.05960084919656927,-0.035912401636926716,0.025844796409720927,-0.0933294653584467,0.34318722809135793,-0.009656418120139176,2
2,3,2,-0.31195375944762826,-0.016744149952491072,-0.04535560966661245,-0.08613526963886431,-0.10706683012568488,0.014503340781761243,-0.045749819593413676,2
0,0,0,0.3211264626884195,-0.06622732755678229,-0.01985147366725115,-0.06967276169442363,0.05016690059231571,-0.39431481624810255,0.02599842314440537,3
3,0,2,0.32847620853271076,0.3919908448000402,-0.21532688987703236,-0.03285337964189744,0.16628053377243363,0.32702021524488045,-0.045851605679157637,0
2,3,1,-0.28054306505952187,-0.09434491133097556,-0.08669641774115222,-0.2031581985848494,-0.04279366478552726,0.18738521124637353,-0.017060612574321232,2
3,2,1,-0.2655045628309322,0.04512725398955686,0.08170032776624392,0.12924621822068372,0.06131563769200629,0.23893109451235572,0.04179101069285418,1
2,3,2,-0.18169993551675903,-0.16213664668527522,-0.047311266520363715,-0.025209624512548878,-0.13583146158488013,0.2517289027808265,-0.017113943567682588,2
3,2,1,-0.007521897902660862,0.6977823931752121,-0.10468929493267354,0.08600679290268276,-0.22165014150562562,0.4969767067217109,0.03062020912306851,1
2,3,1,-0.18946063560024098,-0.1551035507218026,-0.15262710167194243,0.02518191121664498,-0.15327318498842227,0.35168580137621386,0.001661549110035243,2
2,0,0,-0.0072334030060372465,-0.06365377617862666,-0.040407964810564134,0.13698104787405713,0.02587681915003129,-0.18960401016217954,-0.014804061435644278,0
2,3,2,-0.440190299872471,0.03780420817248775,0.09515555961795163,-0.12054150324138103,-0.09967103867783136,0.022167185507276144,-0.020797548048156367,2
2,3,1,-0.3671064542451812,-0.08974066811287429,0.02790830511962561,-0.22838228027377094,-0.013381770903208981,0.38858249932288724,-0.0004739336703345476,2
2,3,1,-0.4299359297583907,0.07426033193830262,0.03660269781453629,0.0413770407771728,-0.07928928203425506,-0.03027622241150202,-0.0649891670426006,2
0,2,2,0.381148315205296,0.002099721070549232,-0.050442000088826044,-0.00443690088810722,0.10554934622857409,-0.4033540485814857,0.023511482378862802,3
3,3,1,-0.36643414934886953,-0.050180204626748326,-0.004111301849477056,-0.06369770539540215,-0.09425377150730206,0.14367011841777455,-0.05368682515925666,2
0,2,0,0.5895574931616306,0.02747936531092976,-0.14406776867137794,-0.13413073306088866,0.05037741334096277,-0.46772530913257737,0.024015120670703438,3
2,1,1,-0.32318949727998103,-0.07028814025850172,-0.03384435431006089,0.003016726507443196,0.016501666061522785,0.112227149029407,0.009500564261168076,1
2,3,1,-0.21846761842935508,-0.10292994301736408,-0.018222111432745658,-0.028525230908405558,-0.06678677611940358,0.22504771521079103,-0.03170463142357449,2
2,1,2,-0.2472262156103202,-0.05076585858858751,-0.11413918942396456,0.04608483963593052,-0.02012184398582477,0.010482859188605309,0.019919994768223925,1
2,3,1,-0.25122318155791823,-0.2096622720136585,-0.003925262861817491,-0.12824313837055717,-0.0493613289718368,0.14220589731184807,-0.029770504195551495,2
3,0,0,-0.004689315980587652,-0.2758778478791759,0.133007486012655,0.10930256623951096,0.0756174576493068,-0.38141438997325416,-0.0345826749493614,0
2,0,1,-0.3081075306566079,-0.05178775524295187,-0.08499033674348344,0.1483853614933921,-0.016085095700629007,-0.008555926224412091,0.030631817467517974,1
2,1,0,-0.13494131210540847,-0.1747799496911434,0.14347832466986543,-0.0724684074574491,0.07738758271305712,-0.32734287846075233,-0.016984203637363082,0
2,1,2,-0.027572834288864475,-0.06632922255192408,-0.08215970674822409,0.08037657741681842,0.016217246644612993,0.04638400931221154,0.03404560887740282,1
2,0,0,-0.3432306751404639,0.12805685211084283,0.1664868018013147,0.04226127531417642,0.07644220140119592,0.21329293473848754,0.010163696711142811,1
2,0,1,0.15337496031833367,0.6803282240047399,-0.08606526401386383,-0.19017589215430905,0.06306400960866715,0.39554486573614855,0.03593615691402019,1
2,3,1,-0.2735391546146082,-0.02777180168976867,-0.16676633708387123,0.07748786897704962,-0.10430858518308565,0.23384035800646064,-0.025189942043851388,2
3,0,1,0.19743625345798807,-0.1712061913210965,-0.19818344030185547,-0.016571822686004517,-0.03492335942155449,0.3015164954300684,0.07045727851364936,3
2,3,2,-0.34793505655051415,-0.024313315975535543,0.03102869005691744,0.07968832497225509,-0.1422056229387742,0.3533767010633925,-0.025957298530059014,2
0,1,2,0.2813868246660128,0.08285808236544001,0.05141618567260953,-0.1716726116267706,0.08777642073647501,-0.4744518072923737,-0.01624759902286721,3
3,0,1,-0.180502395959239,-0.09444935434461404,0.03809705654129769,0.09349407242951874,-0.038554088562449323,-0.2989876389359285,-0.029737175628049672,0
3,3,0,-0.011614867689392967,-0.1847750540997426,0.0007828718091908438,0.13989674765982402,-0.09315151943059448,-0.39184585764689595,-0.014329097141674296,0
2,1,0,-0.1407692793293148,-0.07950105653292833,-0.2063446868026858,0.058086736479477485,-0.03910005723837212,0.22011132962041335,0.048925392076447194,1
3,3,1,-0.0046585511819629555,-0.3678797196260718,-0.08106719747534208,0.2775418996315637,0.09928120071062307,-0.10001050451073873,-0.27715114316958517,0
3,0,1,-0.13003417340944648,-0.1675374038949224,-0.05893656031666755,0.026020646606310316,0.170742542518441,0.41353909174096326,0.04228597741268314,1
2,3,0,0.04921950908427627,-0.07415233111006703,0.037734255708369746,-0.05921618127174316,0.004425628321432007,-0.3447642815642944,-0.032690409115550656,0
2,2,2,-0.3569381720078402,0.1432364743195983,0.3565280268766772,-0.006838876315656134,-0.04247743831004279,0.31329118685883317,0.02826372844114089,0
2,3,1,-0.3429211581440272,-0.0700667170280519,0.04535287963900814,-0.09037202292305765,-0.020655292679671797,0.21482607838601098,-0.014878392498761661,2
3,3,1,0.057580241999158184,-0.08788577896403643,0.09622744081464607,-0.09329987359661226,-0.004879896802185035,-0.22824061938116727,0.015750815293228637,0
0,3,1,0.43809537097546786,-0.07481660327302675,-0.13086069086645064,0.041248781670219004,0.045893004984494556,-0.32901846202757623,0.010384473281353945,3
2,0,0,-0.19670915328198937,0.23216397382972342,-0.05788142877366964,0.20258539118324342,0.3111475814110871,0.4073348732852683,-0.006507563879865952,1
2,3,2,0.034804822957943314,-0.25334284826239717,0.08106184318075393,-0.014891596211482838,0.11643699990564937,-0.2815999312971672,-0.01348059456283146,0
0,2,2,0.44310305801842215,0.11639801131268401,-0.11142692737754989,-0.07250526899072364,0.032597197016057816,-0.32808417868592854,-0.004875940722684047,3
0,1,0,0.31488340418988264,0.08290860605881034,0.06794672667889534,-0.007844925453792284,-0.039258503768342154,-0.46710653787024026,0.013908223527045793,3
3,3,2,-0.2514907128160042,-0.10661258342344604,-0.2046336529216512,-0.04442163416364944,-0.1238540745758615,0.014575326547429213,-0.04692562198388878,2
3,0,0,0.3197063254495197,-0.1536944271028125,0.00577041557908986,0.017992469900056512,0.006180906411436399,-0.48369014919037034,-0.015482320410500239,3
3,3,0,-0.292263997633851,0.25924043756174253,-0.004196976224816962,0.021168612569859024,0.04121092477416238,0.35171337039285255,0.00121124181155563,1
2,1,0,-0.14296674357078487,-0.07421840907012012,-0.17205950743272747,-0.0012355059831977155,0.08453014289679198,0.40512782034213013,0.029542037070655947,1
0,3,0,-0.28127710940157064,-0.022606793567944705,-0.16116372780411287,-0.011642608426609913,0.07719764628418388,0.4024459676679907,0.07334693038388562,3
3,2,0,0.31880017228594626,-0.142671866565452,0.09967417795180022,0.005255580940277449,-0.004008752491888479,-0.4014992664065098,-0.006784191979972709,3
3,1,2,-0.24337357396537784,0.2121520941785363,0.10919203169210112,-0.012634134756125626,0.08739152601939326,0.36813309922518533,0.033278612467842916,1
2,3,0,-0.055535480266689925,-0.11563838486461148,0.04550516763195911,0.15018839801989914,-0.06904594360443635,-0.35569352314946967,-0.004306282863089428,0
2,1,1,0.30280354235009477,0.405194163201937,-0.167696987415069,-0.1208475970198465,0.19319971356638144,0.21240919459401097,0.024598547334634402,0
0,3,1,0.6912505676004826,-0.05732982140633058,-0.08605032130819146,-0.0397069155383972,0.04543640078578157,-0.447741519093664,-0.002132235537592564,3
2,2,0,0.07586084338900606,-0.04129787441368138,0.04261400414609162,0.13298261115298154,-0.006083997002298322,-0.19153537293892992,0.016742466530079603,0
2,1,2,-0.3172928893056718,-0.08840261642982672,-0.03677356657629255,-0.04954203773246374,0.07307106403444258,0.41509827279309,0.0168185979764367,1
3,3,1,-0.24084554098150218,0.5047676553647087,-0.07472863648604189,0.001919626301044114,-0.13835360183798504,0.48114971174711185,-0.011128768450534343,2
3,3,0,0.25731352272437535,-0.10406976675423957,0.013688007512965561,-0.0717546009296311,0.018687582513448264,-0.34815220738679376,0.022647354453189328,3
2,2,1,-0.03621659308978449,-0.06853835268119107,-0.07643773757361805,-0.004112129728006897,0.1256451373679056,-0.026360232336826106,0.021179880023772135,1
2,2,2,-0.32771388320254974,0.2676043262462722,-0.22234989901258517,0.43388181932005954,-0.13387171037404247,0.15742790553242936,0.021860216872469196,1
2,3,1,-0.13696752016307703,0.34368557868355176,-0.1819404517942329,-0.014598044537131233,-0.19563618822068174,0.316941018339401,-0.03135195446315697,2
2,3,2,-0.30053441456941277,-0.13873085142058278,-0.14684668102029613,-7.440859864665805e-05,-0.12732406685288847,0.3255958160518766,-0.022585728591034582,2
0,0,1,0.535483006405432,0.1291522617451617,-0.13946747112399466,-0.01878973674002113,0.004608583037086916,-0.4851405857879774,0.008208846903964395,3
2,3,0,-0.2667226445968521,0.1540669221172517,-0.05960084367421675,0.15316660128045734,0.0972787696927189,0.03135192098403061,-0.0206872291357012,1
3,1,2,-0.17259563396883518,-0.12618972600391254,0.0032505017378019474,0.02529718796100988,0.015553313987555578,0.25966690606069376,0.0033602720649148488,1
3,0,2,-0.018208840581395547,-0.290515930937484,0.12436842764975109,-0.0006855157070084494,0.13351083850834133,-0.09026894605320035,0.014128362530007266,0
2,3,1,-0.4398747715835418,0.0410591780550551,0.0102484795722102,-0.08458207151749264,-0.06119009705052196,0.0692717357704099,-0.03953411610409896,2
2,0,0,-0.009735159773632353,-0.09834351861370666,0.049473508690261236,-0.03961556871471694,0.08557560545926637,-0.38306393613547474,-0.007639288256986343,0
3,3,2,-0.12929849781868913,-0.14996455792999547,0.08200121648472403,0.10346238889223675,-0.05697560450095103,-0.17076127108970474,-0.022313698901303636,0
2,3,2,-0.30073011311398484,0.15258521352568244,-0.05410004960638842,0.08473819529647764,-0.052118812132081374,0.22126463348313574,0.030087536756709166,1
3,3,2,0.07925080796564671,-0.1454984139452002,0.039481517026589974,0.20028101070539622,-0.041943724236461935,-0.13685427983630383,0.024384143131247038,0
2,3,1,-0.3771677617892272,-0.02168716823458905,0.029236998765095112,-0.03411941829132434,-0.09939868527131906,0.21476787712866252,-0.0139277437575267,2
3,1,2,0.07811232431191006,-0.20112173583342463,0.025500958695434228,0.02493299597680393,0.0017201406531258678,-0.35461067344037966,-0.021993352864490445,0
3,1,0,-0.02599995631388648,-0.2098776620155668,0.13934287350830699,-0.10115465415125406,0.03051669020283096,-0.1540168405058484,0.004450052461776877,0
2,3,0,-0.2532132410751092,0.23156663543656586,0.0959761445434768,0.053130793601147475,-0.008184792229426016,0.14920349080192574,0.006064193729634515,1
1,0,0,0.11511502125662312,-0.3170451087773448,0.13935527661323988,-0.10869611910860974,-0.30123861698290005,0.0918902404104297,-0.2588485369119961,2
3,2,2,0.35396329429854045,-0.12607803154121983,-0.1124253027792389,-0.076600743474617,0.0427363582390666,-0.48489859108637035,0.004256149506197571,3
0,3,0,0.4492076347607443,0.04384113046710003,-0.10540388729041444,0.043847958247038715,0.11389546282252336,-0.4296844969953944,0.0031918850034217128,3
2,2,0,-0.3218418286633327,0.10452370618361562,-0.016314001697629754,0.15677742445372966,0.03388008276510013,0.41486087292758933,0.02069624415779059,1
2,3,0,0.15595486786666798,-0.09081470407299402,-0.46821287407157713,-0.056887426844320466,-0.24653997601911315,0.009077181240094157,-0.10725203353194818,2
2,3,1,-0.42236036294462,-0.0038073093835386818,0.05901714912440581,-0.18744152699532948,-0.029562542154560792,0.013827899874111094,-0.03471729078065866,2
2,3,1,-0.3230276110486811,-0.09419767175429122,0.06775210512106455,-0.10359420776843219,-0.010221612049900894,0.12481972128512231,-0.046052102332907796,2
2,3,1,-0.1731867802528471,-0.017595530002059823,-0.18653803173045902,0.10887272360300287,-0.03478155369450939,0.18587810500345336,0.007556186409240828,1
0,1,2,0.5940218575752527,0.07132857397927161,-0.19706511909376173,0.025265010355165457,0.07167382076622528,-0.4767553517937476,0.02137807747233411,3
2,3,1,-0.18527599061017597,-0.19738941833774942,-0.030594531728663,-0.19306406119689776,-0.02395474291372203,-0.0322244329206427,-0.03316745128336129,2
2,3,2,-0.2723682700691404,-0.13232280688467973,-0.05044810250556736,0.0693833921917712,-0.11870320986703772,0.4158441678543726,0.004635283845344285,2
2,3,2,-0.37774765748735717,0.01654419653840844,-0.11140547779877119,0.10387735996862668,-0.005380514604414549,0.19319427379691279,0.03818733332977109,1
2,3,0,-0.028697929521720896,-0.16367566630943625,0.1398046315394067,0.032317959852297795,0.005329953791949754,-0.28134568369927626,-0.01763342853770067,0
2,3,1,-0.4406145682702494,0.016630920199151245,-0.009362499165498861,-0.17428752466897643,0.0032681670314737843,0.2690124608011746,0.0008437984029041612,2
2,3,2,-0.06920061611364431,0.023520827966921343,-0.03978550526573993,0.17622384779937272,-0.00037285671116724095,0.3341479957579746,-0.012143358885681743,1
2,3,0,0.11526989433222892,-0.1498950893843704,0.025906121883550237,-0.020888876348652524,-0.029917472936958553,-0.281119005118024,-0.021335955214090263,0
3,0,1,-0.4694841216363939,0.20489899056313277,0.0626325650772892,0.16233744942182893,0.17021542688264052,0.31518732255876725,-0.0027074068654142636,1
2,1,0,0.01599619834007327,-0.04744075656118085,0.08859893061739721,-0.16138051336207454,0.09168283487040016,-0.3927204081191596,-4.434895100946523e-05,0
3,0,2,-0.13395007094652697,-0.05467029564103609,0.014336801727795223,-0.03005419344702978,0.1522302598073848,0.19650715062967328,-0.01592459370421806,1
3,3,0,0.4065186216926955,-0.2526248591785008,-0.14037115971687364,0.11118077138048099,0.015573686199727543,-0.41987180058408985,-0.006954795660607305,3
2,1,2,-0.3156707322007577,-0.01793873490428033,0.05936841279095695,0.14028633985581263,0.0055205495069162724,0.3210346754101935,0.051915112235234484,1
2,2,2,-0.14011201840017995,-0.029842839426236223,-0.1902547539209415,0.13859559066792215,0.10208843854193236,0.04920983351768682,-0.012110889216777054,1
2,0,2,-0.40666965383232284,0.052363299847848266,0.1107913538830726,-0.020991980873848404,0.03642484543425775,0.028262659508451304,0.029772205366174642,1
2,3,2,-0.27155468354042256,-0.17886264010122443,-0.18580255679913238,-0.007093234870103937,-0.09237104272563679,0.26176061971320586,-0.03083806554741264,2
3,1,1,-0.25047829170511754,-0.14360524765468774,-0.12366987088243014,0.03159121575527832,0.17551182547031047,0.3528421684630072,-0.01722634035397852,1
2,3,2,-0.2781058427694572,-0.09631876277827445,-0.023609308386146166,-0.22803043584770616,-0.04911783672644553,0.022396927312599346,-0.024550108868821252,2
3,3,2,-0.3441083176746485,-0.09540347622719203,-0.0959101998356261,-0.11168014358789685,0.009682904081469434,0.21583694232943307,-0.03138966010968769,2
2,3,2,-0.057518433563777026,-0.08177645290222679,-0.1052270887602535,-0.07978930982035023,0.0639316972384455,0.32314983163120237,0.01736653561297885,1
2,3,2,-0.3008592493039378,-0.002076280850114909,-0.14714323526822826,0.025275297277095626,-0.058014975655674,0.22622246164201032,-0.05089272575324172,2
0,0,0,0.4205826999408122,0.04936414781179377,0.01375339730449221,-0.1067440639898029,0.12920501425420217,-0.3746557279607126,0.005154686229316141,3
2,3,1,-0.3916015262906054,-0.016503213461329103,0.04051447932073282,-0.12113092603864929,0.010943856233659788,0.03091387994188105,-0.01353234650430013,2
3,1,0,0.019103396629582124,-0.27441414065229136,0.5381953421708341,0.18656124253469847,-0.37725336189745007,-0.1789867115204089,0.41230337952378737,1
3,3,0,0.5162669132980048,0.04471117189818852,0.0039004871323549684,-0.08506143692665646,0.06401157500512908,-0.42194254005606957,0.026868285869653397,3
2,3,2,-0.4332068365897772,-8.800297312538952e-05,0.0242671089734684,-0.18791354046051612,-0.05654719151935962,0.006225319630015547,-0.060670245211426777,2
1,3,1,0.34544752384397814,0.3722619372736734,-0.30481984643284243,-0.24666372443167553,-0.02706132831262234,-0.19110873698116254,0.31003810444892743,3
2,3,2,-0.24502473178405967,-0.19667981314288513,-0.14672156484559828,0.016831269196098397,-0.08982622820494181,0.25077011364661095,-0.0014532564094406064,2
0,2,2,-0.2854136045542306,-0.049734057857652614,0.3242246466249037,-0.05992550061054394,0.22549706826593569,0.3114226201755378,0.05878455644921643,3
3,3,2,-0.22361726110635913,-0.22893645880273777,-0.09727712584952325,-0.0204383056627592,-0.09670027490762229,0.24314149599791224,-0.0269809206138667,2
2,0,1,-0.294690329797027,-0.061847424604807744,0.013808399894761791,0.11225088203120992,0.002508679322239138,0.3128975625657128,0.03469311598054703,1
1,1,2,0.2896906934558534,-0.03927604448770394,0.03166922819324569,-0.11684247049697775,0.018449980012331446,0.1495322814777209,-0.4497025612757738,2
